Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
BN1 1AP,Yes,50.820804,-0.143707,530852,104004,TQ308040,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1980-01-01,,"Brighton and Hove, unparished area","",16,7,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,15,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,1,0,2022-02-23,"Brighton",0.926889,BN,BN1,"Sussex","Southern Water",9C2XRVC4+8G,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22044877,22044931,22045195,22121527,22121528,22127951,22127952,22127954,22127955,22127956,22127957,22127958,22152940,22170163,22186837,22227677,22227678,22246493,22253306,22258912,22258913,22258914,22258915",0.668422
BN1 1AR,Yes,50.823072,-0.143262,530877,104257,TQ308042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1980-01-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,22,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,1,0,2022-02-23,"Brighton",0.673601,BN,BN1,"Sussex","Southern Water",9C2XRVF4+6M,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22045208,22168666,22191396,22191397,22191398,22248873,22267350",0.923215
BN1 1AS,No,50.822577,-0.144375,530800,104200,TQ308041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1999-12-01,2000-10-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,20,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085578,E14000598,8856,8,1,2022-02-23,"Brighton",0.746395,BN,BN1,"Sussex","",9C2XRVF4+27,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.850344
BN1 1AT,No,50.827633,-0.141079,531018,104768,TQ310047,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2000-06-01,2001-03-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027G","Urban city and town",South East,32,,E01033329,,E02003517,"North Laine & the Lanes",E43000034,E00172899,E14000598,12872,1,1,2022-02-23,"Brighton",0.152919,BN,BN1,"Sussex","",9C2XRVH5+3H,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.4575
BN1 1AU,No,50.823937,-0.137747,531263,104363,TQ312043,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",1993-01-01,2011-08-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,12,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085698,E14000598,4311,1,1,2022-02-23,"Brighton",0.615174,BN,BN1,"Sussex","",9C2XRVF6+HW,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.11122
BN1 1AW,No,50.826334,-0.140818,531040,104624,TQ310046,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2001-06-01,2004-02-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,25,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085668,E14000598,4311,1,1,2022-02-23,"Brighton",0.29838,BN,BN1,"Sussex","",9C2XRVG5+GM,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.32033
BN1 1AX,Yes,50.828103,-0.140677,531045,104821,TQ310048,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",1980-01-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027F","Urban city and town",South East,31,,E01033328,,E02003517,"North Laine & the Lanes",E43000034,E00085665,E14000598,9034,1,0,2022-02-23,"Brighton",0.108633,BN,BN1,"Sussex","Southern Water",9C2XRVH5+6P,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22044748,22061516,22061690,22062049,22062334,22172103,22172104,22172105,22172218,22208202,22216621,22236200,22236206,22236208,22236210,22236212,22236415,22236416,22236417,22236418,22236419,22255696,22255697,22258197,10091758939",1.51556
BN1 1AY,No,50.821170,-0.141890,530979,104048,TQ309040,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1980-01-01,1999-06-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,17,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,1,1,2022-02-23,"Brighton",0.871485,BN,BN1,"Sussex","",9C2XRVC5+F6,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.739192
BN1 1AZ,No,50.820961,-0.142310,530950,104024,TQ309040,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1980-01-01,2016-08-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,16,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,1,1,2022-02-23,"Brighton",0.896575,BN,BN1,"Sussex","Southern Water",9C2XRVC5+93,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.709273
BN1 1BA,No,50.822551,-0.141593,530996,104202,TQ309042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1993-01-01,2008-12-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,17,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,1,1,2022-02-23,"Brighton",0.717312,BN,BN1,"Sussex","Southern Water",9C2XRVF5+29,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.89478
BN1 1BB,No,50.820779,-0.144446,530800,104000,TQ308039,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1987-10-01,1995-01-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,14,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.940508,BN,BN1,"Sussex","",9C2XRVC4+86,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.65314
BN1 1BD,No,50.822778,-0.140647,531062,104229,TQ310042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1997-06-01,2001-03-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,15,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,6,1,2022-02-23,"Brighton",0.69318,BN,BN1,"Sussex","",9C2XRVF5+4P,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.935599
BN1 1BE,No,50.821000,-0.143060,530897,104027,TQ308040,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1990-07-01,2014-09-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,15,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,1,1,2022-02-23,"Brighton",0.898054,BN,BN1,"Sussex","Southern Water",9C2XRVC4+CQ,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.700781
BN1 1BF,No,50.820779,-0.144446,530800,104000,TQ308039,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1998-11-01,2000-09-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,14,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.940508,BN,BN1,"Sussex","",9C2XRVC4+86,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.65314
BN1 1BG,Yes,50.822310,-0.142100,530961,104174,TQ309041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1981-06-01,,"Brighton and Hove, unparished area","",29,14,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,18,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,1,0,2022-02-23,"Brighton",0.745978,BN,BN1,"Sussex","Southern Water",9C2XRVC5+W5,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22044566,22044961,22044996,22044997,22044998,22044999,22045000,22045001,22045002,22045003,22045004,22045005,22045006,22045007,22045008,22045154,22045155,22045156,22045157,22045158,22045159,22045160,22045161,22045162,22045163,22045164,22045165,22045177,22045193,22045194,22045232,22045233,22045234,22045235,22224626,22226789,22235941,22257393,22258146,22264716,22265683,22267455,10025492532",0.859894
BN1 1BH,No,50.827532,-0.141495,530989,104756,TQ309047,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",1999-06-01,2015-06-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027G","Urban city and town",South East,35,,E01033329,,E02003517,"North Laine & the Lanes",E43000034,E00172899,E14000598,12872,1,1,2022-02-23,"Brighton",0.164181,BN,BN1,"Sussex","Southern Water",9C2XRVH5+2C,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.43942
BN1 1BJ,No,50.822770,-0.140662,531061,104228,TQ310042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1987-04-01,1997-12-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,15,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,6,1,2022-02-23,"Brighton",0.694,BN,BN1,"Sussex","",9C2XRVF5+4P,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.934472
BN1 1BL,No,50.823408,-0.140083,531100,104300,TQ310042,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2000-06-01,2000-10-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,16,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085696,E14000598,4311,8,1,2022-02-23,"Brighton",0.627402,BN,BN1,"Sussex","",9C2XRVF5+9X,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.01386
BN1 1BN,Yes,50.822834,-0.139594,531136,104237,TQ311042,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2007-08-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,13,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085696,E14000598,4311,1,1,2022-02-23,"Brighton",0.695674,BN,BN1,"Sussex","Southern Water",9C2XRVF6+45,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22062022,22250996,22259953,22266011,10025213559",0.959596
BN1 1BP,Yes,50.821232,-0.138224,531237,104061,TQ312040,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",2020-10-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,10,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,1,0,2022-02-23,"Brighton",0.889794,BN,BN1,"Sussex","",9C2XRVC6+FP,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22268660,22268661,22268662,22268663,22268664,22268665,22268666,22268667,22268668,22268669",0.808242
BN1 1BQ,No,50.821656,-0.142992,530900,104100,TQ308041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1993-01-01,1994-05-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,16,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.825222,BN,BN1,"Sussex","",9C2XRVC4+MR,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.773446
BN1 1BR,No,50.824987,-0.142093,530954,104472,TQ309044,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",1990-07-01,1997-12-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,28,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085697,E14000598,4311,8,1,2022-02-23,"Brighton",0.449919,BN,BN1,"Sussex","",9C2XRVF5+X5,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.15183
BN1 1BS,Yes,50.822990,-0.142641,530921,104249,TQ309042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1991-01-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,20,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,1,0,2022-02-23,"Brighton",0.674986,BN,BN1,"Sussex","",9C2XRVF4+5W,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22045166,22270544,22270545,22270546",0.924828
BN1 1BT,No,50.822770,-0.140662,531061,104228,TQ310042,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1994-05-01,1997-12-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,15,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085586,E14000598,8856,6,1,2022-02-23,"Brighton",0.694,BN,BN1,"Sussex","",9C2XRVF5+4P,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.934472
BN1 1BU,No,50.826334,-0.140818,531040,104624,TQ310046,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",1990-07-01,2008-06-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,25,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085668,E14000598,4311,1,1,2022-02-23,"Brighton",0.29838,BN,BN1,"Sussex","",9C2XRVG5+GM,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.32033
BN1 1BW,No,50.822554,-0.142956,530900,104200,TQ309041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1980-01-01,1991-12-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,19,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.726231,BN,BN1,"Sussex","",9C2XRVF4+2R,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.871948
BN1 1BX,No,50.822554,-0.142956,530900,104200,TQ309041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1991-09-01,1995-01-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,19,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.726231,BN,BN1,"Sussex","",9C2XRVF4+2R,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.871948
BN1 1BY,No,50.822554,-0.142956,530900,104200,TQ309041,"East Sussex","Brighton and Hove","Regency",E06000043,E05002432,England,E10000011,"Brighton, Pavilion",1994-05-01,1996-06-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027A","Urban city and town",South East,19,,E01016952,,E02003517,"North Laine & the Lanes",E43000034,E00085566,E14000598,8856,8,1,2022-02-23,"Brighton",0.726231,BN,BN1,"Sussex","",9C2XRVF4+2R,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",0.871948
