Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
BN2 0AP,Yes,50.819866,-0.119396,532567,103943,TQ325039,"East Sussex","Brighton and Hove","East Brighton",E06000043,E05002422,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",58,49,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031B","Urban city and town",South East,47,,E01016862,,E02003521,"Kemptown",E43000034,E00085099,E14000597,19757,1,0,2022-02-23,"Brighton",1.84138,BN,BN2,"Sussex","Southern Water",9C2XRV9J+W6,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082308,22082309,22082310,22082311,22082312,22082313,22082314,22082315,22082316,22082317,22082318,22082319,22082320,22082321,22082322,22082323,22082324,22082325,22082326,22082327,22082328,22082329,22082330,22082331,22082332,22082333,22082334,22082335,22082336,22082337,22082338,22082339,22082340,22082341,22082342,22082343,22082344,22082345,22082346,22082347,22082348,22082349,22082350,22082351,22082352,22082353,22082354,22082355,22119383,22119384,22196131",0.979252
BN2 0AQ,Yes,50.821542,-0.125774,532113,104118,TQ321041,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2009-02-01,,"Brighton and Hove, unparished area","",80,69,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031C","Urban city and town",South East,34,,E01016942,,E02003521,"Kemptown",E43000034,E00085534,E14000597,618,1,0,2022-02-23,"Brighton",1.36825,BN,BN2,"Sussex","Southern Water",9C2XRVCF+JM,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22084391,22084392,22084393,22084394,22084395,22084396,22084397,22084398,22084399,22084400,22084401,22084402,22084403,22084404,22084405,22084406,22084407,22084408,22084409,22084410,22084411,22084412,22084413,22084414,22084415,22084416,22084417,22084418,22084419,22084420,22084421,22084422,22084423,22084424,22084425,22084426,22084427,22185173,22185174,22185175,22185176,22185177,22185178,22185179,22185180,22185181,22186394,22186664,22242257,22242348,22242349,22242350,22242351,22242352,22242353,22242354,22242355,22242356,22242357,22242358,22242359,22242360,22242361,22242362,22242363,22242364,22242365,22242366,22242367,22242368,22242369,22242370,22242371,22242372,22242373,22242374,22242375,22242376,22242377,22242378,22242379,22242380,22242381,22242382,22242383,22242384,22242385,22242386,22242387,22242388,22242389,22242390,22242391,22242392,22242393,22242394,22242395,22242396,22242397,22242398,22242399,22242400,22242401,22242402,22242403,22242404,22242405,22242406,22242407,22242408,22242409,22242410,22242411,2224241",1.05358
BN2 0AR,Yes,50.824600,-0.130792,531751,104449,TQ317044,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2010-02-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030D","Urban city and town",South East,53,,E01016948,,E02003520,"St James's Street & Queen's Park",E43000034,E00085518,E14000597,11696,1,0,2022-02-23,"Brighton",0.883955,BN,BN2,"Sussex","Southern Water",9C2XRVF9+RM,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22067092,22183632,22225924,22245566,10015469407",1.30166
BN2 0AS,No,50.825104,-0.123332,532275,104518,TQ322045,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2018-02-01,2018-04-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,61,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085526,E14000597,4532,1,0,2022-02-23,"Brighton",1.33223,BN,BN2,"Sussex","",9C2XRVGG+2M,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.48336
BN2 0AX,No,50.826334,-0.140818,531040,104624,TQ310046,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2002-06-01,2006-02-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,25,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085668,E14000598,4311,1,1,2022-02-23,"Brighton",0.29838,BN,BN2,"Sussex","",9C2XRVG5+GM,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.32033
BN2 0AY,No,50.826334,-0.140818,531040,104624,TQ310046,"East Sussex","Brighton and Hove","St. Peter's and North Laine",E06000043,E05002434,England,E10000011,"Brighton, Pavilion",2001-12-01,2006-04-01,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 027E","Urban city and town",South East,25,,E01016969,,E02003517,"North Laine & the Lanes",E43000034,E00085668,E14000598,4311,1,1,2022-02-23,"Brighton",0.29838,BN,BN2,"Sussex","",9C2XRVG5+GM,40200,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.32033
BN2 0AZ,Yes,50.821972,-0.128994,531885,104160,TQ318041,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",7,4,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,39,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085525,E14000597,4532,1,0,2022-02-23,"Brighton",1.16371,BN,BN2,"Sussex","Southern Water",9C2XRVCC+QC,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22066188,22066189,22066190,22066191,22066192,22066193,22196800,22214614",1.04574
BN2 0BA,Yes,50.821972,-0.128994,531885,104160,TQ318041,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,39,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085525,E14000597,4532,1,1,2022-02-23,"Brighton",1.16371,BN,BN2,"Sussex","Southern Water",9C2XRVCC+QC,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22251024",1.04574
BN2 0BB,Yes,50.821668,-0.129148,531875,104126,TQ318041,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",35,21,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,36,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085525,E14000597,4532,1,0,2022-02-23,"Brighton",1.17882,BN,BN2,"Sussex","Southern Water",9C2XRVCC+M8,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22064626,22066195,22066196,22066197,22066198,22066199,22066200,22066201,22066202,22066203,22066204,22066205,22066206,22066207,22066208,22066209,22066210,22067325,22067463,22119629,22119630,22119631,22146879,22189457,22214515,22248187,22248188,22255484,22263015",1.00998
BN2 0BD,Yes,50.822617,-0.127719,531973,104234,TQ319042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",152,67,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,41,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085529,E14000597,4532,1,0,2022-02-23,"Brighton",1.18731,BN,BN2,"Sussex","Southern Water",9C2XRVFC+2W,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22064627,22064628,22064629,22064630,22064631,22064632,22064633,22064634,22064635,22064636,22064637,22064638,22064639,22064640,22064641,22064642,22064643,22064644,22064645,22064646,22064647,22064648,22064649,22064650,22064651,22064652,22064653,22064654,22064655,22064656,22064657,22064658,22064659,22064660,22064661,22064662,22064663,22064664,22064665,22064666,22064667,22064668,22064669,22064670,22064671,22064672,22064673,22064674,22064675,22064676,22064677,22064678,22064679,22064680,22064681,22064682,22064683,22064684,22064685,22064686,22064687,22064688,22064689,22064690,22064691,22064692,22064693,22064694,22064695,22129814,22149917,22149929,22149930,22149931,22149932,22149933,22149934,22149935,22149936",1.13771
BN2 0BE,Yes,50.822618,-0.133186,531588,104224,TQ315042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2021-08-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,24,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085527,E14000597,4532,1,0,2022-02-23,"Brighton",0.908979,BN,BN2,"Sussex","",9C2XRVF8+2P,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","",1.04493
BN2 0BF,Yes,50.820468,-0.123304,532290,104003,TQ322040,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",53,46,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031C","Urban city and town",South East,33,,E01016942,,E02003521,"Kemptown",E43000034,E00085528,E14000597,618,1,0,2022-02-23,"Brighton",1.57853,BN,BN2,"Sussex","Southern Water",9C2XRVCG+5M,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082427,22085327,22085328,22085329,22085330,22085331,22085332,22085333,22085334,22085335,22085336,22085337,22085338,22085339,22085340,22085341,22085342,22085343,22085344,22085345,22085346,22085347,22085348,22085349,22085350,22085351,22085352,22085353,22085354,22085355,22085356,22085357,22085358,22085359,22085360,22085361,22085362,22085363,22085364,22085365,22085366,22085367,22085368,22085369,22085370,22085371,22085372,22085373,22085374,22085375,22085376,22085377,22119437,22196085,22214493,22234447",0.978472
BN2 0BG,Yes,50.823080,-0.134729,531478,104273,TQ314042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2004-01-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,16,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085527,E14000597,4532,1,0,2022-02-23,"Brighton",0.802922,BN,BN2,"Sussex","",9C2XRVF8+64,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22247162,22247163,22247164,22261422,22261423,10025213450",1.06908
BN2 0BJ,Yes,50.822825,-0.124459,532202,104263,TQ322042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",25,14,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,46,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085526,E14000597,4532,1,0,2022-02-23,"Brighton",1.36581,BN,BN2,"Sussex","Southern Water",9C2XRVFG+46,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082636,22082637,22082638,22082639,22082640,22082641,22082642,22085691,22120050,22120051,22120052,22120053,22120054,22120055,22120056,22120057,22120058,22172971,22194834,22194835,22194836,22194885,22194886,22224770,22238200,22241405,22241431,22241432,22241433,22253460,22253549,22253611,22255845,22257767,22257768,22257769",1.21578
BN2 0BL,Yes,50.823959,-0.123406,532273,104391,TQ322043,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",101,37,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031D","Urban city and town",South East,56,,E01016943,,E02003521,"Kemptown",E43000034,E00085519,E14000597,17597,1,0,2022-02-23,"Brighton",1.37414,BN,BN2,"Sussex","Southern Water",9C2XRVFG+HJ,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082643,22082644,22082645,22082646,22082647,22082648,22082649,22082650,22082651,22082652,22082653,22082654,22082655,22082656,22082657,22082658,22082659,22082660,22082661,22082662,22082663,22082664,22082665,22082666,22082667,22082668,22082669,22082670,22082671,22082672,22082673,22082674,22082675,22082676,22082677,22120059,22120060,22120061,22146758,22146759,22146760,22146761,22194837,22194838,22251085,10015346510",1.35729
BN2 0BN,Yes,50.823015,-0.125659,532117,104282,TQ321042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",72,27,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,43,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085526,E14000597,4532,1,0,2022-02-23,"Brighton",1.28261,BN,BN2,"Sussex","Southern Water",9C2XRVFF+6P,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082678,22082679,22082680,22082681,22082682,22082683,22082684,22082685,22082686,22082687,22082688,22082689,22082690,22082691,22082692,22082693,22082694,22082695,22082696,22082697,22082698,22082699,22082700,22082701,22082702,22082703,22082704,22085527,22172893,22173025,22224767,22225771",1.2161
BN2 0BP,Yes,50.823242,-0.125238,532146,104308,TQ321043,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",77,40,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,46,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085526,E14000597,4532,1,0,2022-02-23,"Brighton",1.29531,BN,BN2,"Sussex","Southern Water",9C2XRVFF+7W,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082705,22082706,22082707,22082708,22082709,22082710,22082711,22082712,22082713,22084356,22085516,22085517,22085518,22085519,22085520,22085521,22085522,22085523,22085524,22085525,22127912,22127913,22127914,22127915,22127916,22127927,22127928,22127929,22127930,22127931,22127932,22127933,22127934,22127935,22127936,22127937,22127938,22127939,22127940,22127941,22127942,22127943,22127944,22146810,22146811,22146812,22146813,22146814,22146815,22203063,22214577,22245950",1.248
BN2 0BQ,Yes,50.824606,-0.123351,532275,104463,TQ322044,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",121,42,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031D","Urban city and town",South East,61,,E01016943,,E02003521,"Kemptown",E43000034,E00085519,E14000597,17597,1,0,2022-02-23,"Brighton",1.35001,BN,BN2,"Sussex","Southern Water",9C2XRVFG+RM,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082421,22082714,22082715,22082716,22082717,22082718,22082719,22082720,22082721,22082722,22082723,22082724,22082725,22082726,22082727,22082728,22082729,22082730,22082731,22082732,22082733,22082734,22082735,22082736,22082737,22082738,22082739,22082740,22082741,22082742,22082743,22085670,22119311,22119312,22119313,22119314,22119315,22119316,22119317,22119318,22119319,22119320,22146729,22146730,22146731,22146732,22146733,22146734,22146735,22146736,22146737,22146738,22146739,22146740,22146741,22224638,22224700,22229708,22245806,22245808,22245809,22245810,22245812,22245813,22245951,22251081,22255795,22256531,22258513,10015702025,10025216435,10025340048",1.42875
BN2 0BR,Yes,50.824911,-0.122161,532358,104499,TQ323044,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",65,21,"Brighton and Hove","Brighton and Hove","Brighton and Hove 031D","Urban city and town",South East,67,,E01016943,,E02003521,"Kemptown",E43000034,E00085517,E14000597,17597,1,0,2022-02-23,"Brighton",1.41695,BN,BN2,"Sussex","Southern Water",9C2XRVFH+X4,36900,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22082744,22082745,22082746,22082747,22082748,22082749,22082750,22082751,22082752,22082753,22082754,22082755,22082756,22082757,22082758,22082759,22082760,22082761,22120066,22120067,22120068,22120069,22207070,22224547,22248206,22274193,22274194,22274195,22274196,22274197,22274198,22274199",1.48222
BN2 0BS,Yes,50.822515,-0.127539,531986,104223,TQ319042,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",73,37,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,39,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085529,E14000597,4532,1,0,2022-02-23,"Brighton",1.20422,BN,BN2,"Sussex","Southern Water",9C2XRVFC+2X,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22064696,22064697,22064698,22064699,22064700,22064701,22064702,22064703,22064704,22064705,22064706,22064707,22064708,22064709,22064710,22064711,22064712,22064713,22064714,22064715,22064716,22064717,22067172,22082762,22082763,22082764,22082765,22082766,22082767,22082768,22082769,22082770,22082771,22085689,22085690,22125537,22125541,22125542,22146762,22146763,22146764,22203959,22225964,22233260,22241256,10015659838,10025504327",1.12965
BN2 0BT,Yes,50.823263,-0.128020,531950,104305,TQ319043,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",,,"Brighton and Hove","Brighton and Hove","Brighton and Hove 030E","Urban city and town",South East,49,,E01016949,,E02003520,"St James's Street & Queen's Park",E43000034,E00085529,E14000597,4532,1,0,2022-02-23,"Brighton",1.12836,BN,BN2,"Sussex","Southern Water",9C2XRVFC+8Q,35600,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22066708,22067400,22183710,22242305,22242429,22245811,22245815,22245952,22245982,22256160,22258530",1.20302
BN2 0BU,Yes,50.826017,-0.122727,532315,104621,TQ323046,"East Sussex","Brighton and Hove","Queen's Park",E06000043,E05002431,England,E10000011,"Brighton, Kemptown",2001-12-01,,"Brighton and Hove, unparished area","",47,31,"Brighton and Hove","Brighton and Hove","Brighton and Hove 018E","Urban city and town",South East,66,,E01016946,,E02003508,"Elm Grove & Bear Road",E43000034,E00085561,E14000597,22262,1,0,2022-02-23,"Brighton",1.34387,BN,BN2,"Sussex","Southern Water",9C2XRVGG+CW,49100,"","Brighton","Surrey, East and West Sussex","Brighton and Hove","22084358,22084359,22084360,22084361,22084362,22084363,22084364,22084365,22084366,22084367,22084368,22084369,22084370,22084371,22084372,22084373,22084374,22084375,22084376,22084377,22084378,22084379,22084380,22084381,22084382,22084383,22084384,22084385,22084386,22084387,22084388,22084389,22084390,22213335,22267823",1.59317
